调试在线-数据导出,,,,,,,,,,,
time,GPS纬度,GPS经度,GPS定位时间,液压油温,泵送排量,累计油耗,转向次数,发动机转速,系统压力,累计时间,泵车状态
2019-07-23 08:17:41.71,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:42.71,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:43.84,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:44.75,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:46.05,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:47.41,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:53.44,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:54.15,28.24,113.11,,,,,,,,,
2019-07-23 08:17:54.73,28.24,113.11,,,,,,,,,
2019-07-23 08:17:55.22,28.24,113.11,,,,,,,,,
2019-07-23 08:17:55.71,28.24,113.11,,,,,,,,,
2019-07-23 08:17:56.29,28.24,113.11,,,,,,,,,
2019-07-23 08:17:56.91,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:57.67,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:58.55,28.24,113.11,,37,0,,0,,0,0.02,0
2019-07-23 08:17:59.47,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:00.47,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:01.28,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:02.29,28.24,113.11,,,0,,0,0,,0.02,0
2019-07-23 08:18:03.73,28.24,113.11,,37,0,10,0,0,0,0.02,0
2019-07-23 08:18:04.53,28.24,113.11,,,0,,0,0,,0.02,0
2019-07-23 08:18:05.14,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:05.93,28.24,113.11,,,0,,0,0,,0.02,0
2019-07-23 08:18:07.27,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:08.31,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:08.95,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:09.83,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:11.02,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:11.89,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:12.91,28.24,113.11,,37,,,,0,0,,
2019-07-23 08:18:13.03,28.24,113.11,,,,,,,,,
2019-07-23 08:18:13.60,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:14.85,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:16.07,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:16.66,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:17.23,28.24,113.11,,37,,,,0,0,,
2019-07-23 08:18:18.25,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:19.23,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:19.93,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:20.83,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:22.05,28.24,113.11,,37,0,,0,0,0,0.02,0
